# Performance Monitoring Events for the Fourth Generation Intel Core Processors Based on the Haswell Microarchitecture - V28
# 8/7/2018 1:02:46 AM
# Copyright (c) 2007 - 2017 Intel Corporation. All rights reserved.
EventCode	UMask	EventName	BriefDescription	Counter	CounterHTOff	SampleAfterValue	MSRIndex	MSRValue	TakenAlone	CounterMask	Invert	AnyThread	EdgeDetect	PEBS	Data_LA	L1_Hit_Indication	Errata
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_RFO.L3_MISS.ANY_RESPONSE	Counts all demand & prefetch RFOs miss in the L3 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FFFC00122	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_RFO.L3_HIT.HITM_OTHER_CORE	Counts all demand & prefetch RFOs hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x10003C0122	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_RFO.L3_HIT.HIT_OTHER_CORE_NO_FWD	Counts all demand & prefetch RFOs hit in the L3 and the snoops to sibling cores hit in either E/S state and the line is not forwarded 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x04003C0122	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_DATA_RD.L3_MISS.LOCAL_DRAM	Counts all demand & prefetch data reads miss the L3 and the data is returned from local dram 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0100400091	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_DATA_RD.L3_MISS.ANY_RESPONSE	Counts all demand & prefetch data reads miss in the L3 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FFFC00091	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_DATA_RD.L3_HIT.HITM_OTHER_CORE	Counts all demand & prefetch data reads hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x10003C0091	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_DATA_RD.L3_HIT.HIT_OTHER_CORE_NO_FWD	Counts all demand & prefetch data reads hit in the L3 and the snoops to sibling cores hit in either E/S state and the line is not forwarded 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x04003C0091	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_CODE_RD.L3_MISS.ANY_RESPONSE	Counts prefetch (that bring data to LLC only) code reads miss in the L3 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FFFC00200	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_CODE_RD.L3_HIT.ANY_RESPONSE	Counts prefetch (that bring data to LLC only) code reads hit in the L3 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3F803C0200	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_RFO.L3_MISS.ANY_RESPONSE	Counts all prefetch (that bring data to LLC only) RFOs miss in the L3 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FFFC00100	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_RFO.L3_HIT.ANY_RESPONSE	Counts all prefetch (that bring data to LLC only) RFOs hit in the L3 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3F803C0100	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_DATA_RD.L3_MISS.ANY_RESPONSE	Counts all prefetch (that bring data to LLC only) data reads miss in the L3 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FFFC00080	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_DATA_RD.L3_HIT.ANY_RESPONSE	Counts all prefetch (that bring data to LLC only) data reads hit in the L3 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3F803C0080	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_CODE_RD.L3_MISS.ANY_RESPONSE	Counts all prefetch (that bring data to LLC only) code reads miss in the L3 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FFFC00040	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_CODE_RD.L3_HIT.ANY_RESPONSE	Counts all prefetch (that bring data to LLC only) code reads hit in the L3 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3F803C0040	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.L3_MISS.ANY_RESPONSE	Counts all prefetch (that bring data to L2) RFOs miss in the L3 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FFFC00020	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.L3_HIT.ANY_RESPONSE	Counts all prefetch (that bring data to L2) RFOs hit in the L3 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3F803C0020	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.L3_MISS.ANY_RESPONSE	Counts prefetch (that bring data to L2) data reads miss in the L3 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FFFC00010	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.L3_HIT.ANY_RESPONSE	Counts prefetch (that bring data to L2) data reads hit in the L3 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3F803C0010	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS.LOCAL_DRAM	Counts all demand code reads miss the L3 and the data is returned from local dram 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0100400004	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS.ANY_RESPONSE	Counts all demand code reads miss in the L3 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FFFC00004	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT.HITM_OTHER_CORE	Counts all demand code reads hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x10003C0004	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT.HIT_OTHER_CORE_NO_FWD	Counts all demand code reads hit in the L3 and the snoops to sibling cores hit in either E/S state and the line is not forwarded 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x04003C0004	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS.LOCAL_DRAM	Counts all demand data writes (RFOs) miss the L3 and the data is returned from local dram 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0100400002	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS.ANY_RESPONSE	Counts all demand data writes (RFOs) miss in the L3 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FFFC00002	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT.HITM_OTHER_CORE	Counts all demand data writes (RFOs) hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x10003C0002	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT.HIT_OTHER_CORE_NO_FWD	Counts all demand data writes (RFOs) hit in the L3 and the snoops to sibling cores hit in either E/S state and the line is not forwarded 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x04003C0002	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_DATA_RD.L3_MISS.LOCAL_DRAM	Counts demand data reads miss the L3 and the data is returned from local dram 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0100400001	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_DATA_RD.L3_MISS.ANY_RESPONSE	Counts demand data reads miss in the L3 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FFFC00001	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_DATA_RD.L3_HIT.HITM_OTHER_CORE	Counts demand data reads hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x10003C0001	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_DATA_RD.L3_HIT.HIT_OTHER_CORE_NO_FWD	Counts demand data reads hit in the L3 and the snoops to sibling cores hit in either E/S state and the line is not forwarded 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x04003C0001	0	0	0	0	0	0	0	0	null
