# Performance Monitoring Events for the Sixth Generation Intel Core Processors Based on the Skylake Microarchitecture - V42
# 8/6/2018 3:30:52 PM
# Copyright (c) 2007 - 2017 Intel Corporation. All rights reserved.
EventCode	UMask	EventName	BriefDescription	Counter	CounterHTOff	SampleAfterValue	MSRIndex	MSRValue	TakenAlone	CounterMask	Invert	AnyThread	EdgeDetect	PEBS	Data_LA	L1_Hit_Indication	Errata	Deprecated
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.OTHER.L3_HIT.SNOOP_NOT_NEEDED	Counts any other requests 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x01001C8000	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.OTHER.L3_HIT.SNOOP_NONE	Counts any other requests 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x00801C8000	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.OTHER.L3_HIT.SPL_HIT	Counts any other requests 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x00401C8000	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.OTHER.L3_HIT_S.ANY_SNOOP	Counts any other requests 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FC0108000	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.OTHER.L3_HIT_S.SNOOP_NON_DRAM	Counts any other requests 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x2000108000	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.OTHER.L3_HIT_S.SNOOP_HITM	Counts any other requests 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x1000108000	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.OTHER.L3_HIT_S.SNOOP_HIT_NO_FWD	Counts any other requests 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0400108000	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.OTHER.L3_HIT_S.SNOOP_MISS	Counts any other requests 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0200108000	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.OTHER.L3_HIT_S.SNOOP_NOT_NEEDED	Counts any other requests 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0100108000	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.OTHER.L3_HIT_S.SNOOP_NONE	Counts any other requests 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0080108000	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.OTHER.L3_HIT_S.SPL_HIT	Counts any other requests 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0040108000	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.OTHER.L3_HIT_E.ANY_SNOOP	Counts any other requests 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FC0088000	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.OTHER.L3_HIT_E.SNOOP_NON_DRAM	Counts any other requests 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x2000088000	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.OTHER.L3_HIT_E.SNOOP_HITM	Counts any other requests 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x1000088000	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.OTHER.L3_HIT_E.SNOOP_HIT_NO_FWD	Counts any other requests 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0400088000	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.OTHER.L3_HIT_E.SNOOP_MISS	Counts any other requests 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0200088000	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.OTHER.L3_HIT_E.SNOOP_NOT_NEEDED	Counts any other requests 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0100088000	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.OTHER.L3_HIT_E.SNOOP_NONE	Counts any other requests 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0080088000	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.OTHER.L3_HIT_E.SPL_HIT	Counts any other requests 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0040088000	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.OTHER.L3_HIT_M.ANY_SNOOP	Counts any other requests 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FC0048000	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.OTHER.L3_HIT_M.SNOOP_NON_DRAM	Counts any other requests 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x2000048000	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.OTHER.L3_HIT_M.SNOOP_HITM	Counts any other requests 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x1000048000	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.OTHER.L3_HIT_M.SNOOP_HIT_NO_FWD	Counts any other requests 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0400048000	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.OTHER.L3_HIT_M.SNOOP_MISS	Counts any other requests 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0200048000	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.OTHER.L3_HIT_M.SNOOP_NOT_NEEDED	Counts any other requests 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0100048000	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.OTHER.L3_HIT_M.SNOOP_NONE	Counts any other requests 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0080048000	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.OTHER.L3_HIT_M.SPL_HIT	Counts any other requests 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0040048000	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.OTHER.SUPPLIER_NONE.ANY_SNOOP	Counts any other requests 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FC0028000	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.OTHER.SUPPLIER_NONE.SNOOP_NON_DRAM	Counts any other requests 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x2000028000	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.OTHER.SUPPLIER_NONE.SNOOP_HITM	Counts any other requests 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x1000028000	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.OTHER.SUPPLIER_NONE.SNOOP_HIT_NO_FWD	Counts any other requests 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0400028000	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.OTHER.SUPPLIER_NONE.SNOOP_MISS	Counts any other requests 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0200028000	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.OTHER.SUPPLIER_NONE.SNOOP_NOT_NEEDED	Counts any other requests 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0100028000	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.OTHER.SUPPLIER_NONE.SNOOP_NONE	Counts any other requests 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0080028000	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.OTHER.SUPPLIER_NONE.SPL_HIT	Counts any other requests 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0040028000	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.OTHER.ANY_RESPONSE	Counts any other requests have any response type. 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0000018000	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS.ANY_SNOOP	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FFC400004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS.SNOOP_NON_DRAM	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x203C400004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS.SNOOP_HITM	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x103C400004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS.SNOOP_HIT_NO_FWD	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x043C400004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS.SNOOP_MISS	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x023C400004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS.SNOOP_NOT_NEEDED	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x013C400004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS.SNOOP_NONE	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x00BC400004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS.SPL_HIT	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x007C400004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS_LOCAL_DRAM.ANY_SNOOP	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FC4000004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS_LOCAL_DRAM.SNOOP_NON_DRAM	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x2004000004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS_LOCAL_DRAM.SNOOP_HITM	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x1004000004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS_LOCAL_DRAM.SNOOP_HIT_NO_FWD	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0404000004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS_LOCAL_DRAM.SNOOP_MISS	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0204000004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS_LOCAL_DRAM.SNOOP_NOT_NEEDED	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0104000004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS_LOCAL_DRAM.SNOOP_NONE	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0084000004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS_LOCAL_DRAM.SPL_HIT	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0044000004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L4_HIT_LOCAL_L4.ANY_SNOOP	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FC0400004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L4_HIT_LOCAL_L4.SNOOP_NON_DRAM	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x2000400004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L4_HIT_LOCAL_L4.SNOOP_HITM	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x1000400004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L4_HIT_LOCAL_L4.SNOOP_HIT_NO_FWD	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0400400004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L4_HIT_LOCAL_L4.SNOOP_MISS	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0200400004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L4_HIT_LOCAL_L4.SNOOP_NOT_NEEDED	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0100400004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L4_HIT_LOCAL_L4.SNOOP_NONE	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0080400004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L4_HIT_LOCAL_L4.SPL_HIT	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0040400004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT.ANY_SNOOP	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FC01C0004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT.SNOOP_NON_DRAM	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x20001C0004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT.SNOOP_HITM	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x10001C0004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT.SNOOP_HIT_NO_FWD	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x04001C0004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT.SNOOP_MISS	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x02001C0004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT.SNOOP_NOT_NEEDED	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x01001C0004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT.SNOOP_NONE	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x00801C0004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT.SPL_HIT	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x00401C0004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT_S.ANY_SNOOP	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FC0100004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT_S.SNOOP_NON_DRAM	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x2000100004	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT_S.SNOOP_HITM	Counts demand instruction fetches and L1 instruction cache prefetches that 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x1000100004	0	0	0	0	0	0	0	0	null	0
