# Performance Monitoring Events for Intel Xeon Processors Based on the Skylake Microarchitecture - V1.12
# 8/6/2018 10:15:59 PM
# Copyright (c) 2007 - 2017 Intel Corporation. All rights reserved.
EventCode	UMask	EventName	BriefDescription	Counter	CounterHTOff	SampleAfterValue	MSRIndex	MSRValue	TakenAlone	CounterMask	Invert	AnyThread	EdgeDetect	PEBS	Data_LA	L1_Hit_Indication	Errata	ELLC	Deprecated
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_DATA_RD.L3_MISS_LOCAL_DRAM.SNOOP_MISS_OR_NO_FWD	Counts demand data reads TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0604000001	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.ANY_RESPONSE	Counts all demand data writes (RFOs) have any response type. 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0000010002	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT.NO_SNOOP_NEEDED	Counts all demand data writes (RFOs) TBD TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x01003C0002	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT.HIT_OTHER_CORE_NO_FWD	Counts all demand data writes (RFOs) TBD TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x04003C0002	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT.HITM_OTHER_CORE	Counts all demand data writes (RFOs) TBD TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x10003C0002	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT.ANY_SNOOP	Counts all demand data writes (RFOs) TBD TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3F803C0002	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS.ANY_SNOOP	Counts all demand data writes (RFOs) TBD TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FBC000002	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS.REMOTE_HIT_FORWARD	Counts all demand data writes (RFOs) TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x083FC00002	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS.REMOTE_HITM	Counts all demand data writes (RFOs) TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x103FC00002	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS.SNOOP_MISS_OR_NO_FWD	Counts all demand data writes (RFOs) TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x063FC00002	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS_REMOTE_DRAM.SNOOP_MISS_OR_NO_FWD	Counts all demand data writes (RFOs) TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x063B800002	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS_LOCAL_DRAM.SNOOP_MISS_OR_NO_FWD	Counts all demand data writes (RFOs) TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0604000002	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.ANY_RESPONSE	Counts demand instruction fetches and L1 instruction cache prefetches that have any response type. 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0000010004	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT.NO_SNOOP_NEEDED	Counts demand instruction fetches and L1 instruction cache prefetches that TBD TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x01003C0004	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT.HIT_OTHER_CORE_NO_FWD	Counts demand instruction fetches and L1 instruction cache prefetches that TBD TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x04003C0004	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT.HITM_OTHER_CORE	Counts demand instruction fetches and L1 instruction cache prefetches that TBD TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x10003C0004	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT.ANY_SNOOP	Counts demand instruction fetches and L1 instruction cache prefetches that TBD TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3F803C0004	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS.ANY_SNOOP	Counts demand instruction fetches and L1 instruction cache prefetches that TBD TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FBC000004	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS.REMOTE_HIT_FORWARD	Counts demand instruction fetches and L1 instruction cache prefetches that TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x083FC00004	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS.REMOTE_HITM	Counts demand instruction fetches and L1 instruction cache prefetches that TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x103FC00004	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS.SNOOP_MISS_OR_NO_FWD	Counts demand instruction fetches and L1 instruction cache prefetches that TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x063FC00004	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS_REMOTE_DRAM.SNOOP_MISS_OR_NO_FWD	Counts demand instruction fetches and L1 instruction cache prefetches that TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x063B800004	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS_LOCAL_DRAM.SNOOP_MISS_OR_NO_FWD	Counts demand instruction fetches and L1 instruction cache prefetches that TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0604000004	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.ANY_RESPONSE	Counts prefetch (that bring data to L2) data reads have any response type. 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0000010010	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.L3_HIT.NO_SNOOP_NEEDED	Counts prefetch (that bring data to L2) data reads TBD TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x01003C0010	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.L3_HIT.HIT_OTHER_CORE_NO_FWD	Counts prefetch (that bring data to L2) data reads TBD TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x04003C0010	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.L3_HIT.HITM_OTHER_CORE	Counts prefetch (that bring data to L2) data reads TBD TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x10003C0010	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.L3_HIT.ANY_SNOOP	Counts prefetch (that bring data to L2) data reads TBD TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3F803C0010	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.L3_MISS.ANY_SNOOP	Counts prefetch (that bring data to L2) data reads TBD TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FBC000010	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.L3_MISS.REMOTE_HIT_FORWARD	Counts prefetch (that bring data to L2) data reads TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x083FC00010	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.L3_MISS.REMOTE_HITM	Counts prefetch (that bring data to L2) data reads TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x103FC00010	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.L3_MISS.SNOOP_MISS_OR_NO_FWD	Counts prefetch (that bring data to L2) data reads TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x063FC00010	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.L3_MISS_REMOTE_DRAM.SNOOP_MISS_OR_NO_FWD	Counts prefetch (that bring data to L2) data reads TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x063B800010	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.L3_MISS_LOCAL_DRAM.SNOOP_MISS_OR_NO_FWD	Counts prefetch (that bring data to L2) data reads TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0604000010	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.ANY_RESPONSE	Counts all prefetch (that bring data to L2) RFOs have any response type. 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0000010020	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.L3_HIT.NO_SNOOP_NEEDED	Counts all prefetch (that bring data to L2) RFOs TBD TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x01003C0020	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.L3_HIT.HIT_OTHER_CORE_NO_FWD	Counts all prefetch (that bring data to L2) RFOs TBD TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x04003C0020	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.L3_HIT.HITM_OTHER_CORE	Counts all prefetch (that bring data to L2) RFOs TBD TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x10003C0020	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.L3_HIT.ANY_SNOOP	Counts all prefetch (that bring data to L2) RFOs TBD TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3F803C0020	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.L3_MISS.ANY_SNOOP	Counts all prefetch (that bring data to L2) RFOs TBD TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FBC000020	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.L3_MISS.REMOTE_HIT_FORWARD	Counts all prefetch (that bring data to L2) RFOs TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x083FC00020	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.L3_MISS.REMOTE_HITM	Counts all prefetch (that bring data to L2) RFOs TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x103FC00020	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.L3_MISS.SNOOP_MISS_OR_NO_FWD	Counts all prefetch (that bring data to L2) RFOs TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x063FC00020	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.L3_MISS_REMOTE_DRAM.SNOOP_MISS_OR_NO_FWD	Counts all prefetch (that bring data to L2) RFOs TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x063B800020	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.L3_MISS_LOCAL_DRAM.SNOOP_MISS_OR_NO_FWD	Counts all prefetch (that bring data to L2) RFOs TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0604000020	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_DATA_RD.ANY_RESPONSE	Counts all prefetch (that bring data to LLC only) data reads have any response type. 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0000010080	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_DATA_RD.L3_HIT.NO_SNOOP_NEEDED	Counts all prefetch (that bring data to LLC only) data reads TBD TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x01003C0080	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_DATA_RD.L3_HIT.HIT_OTHER_CORE_NO_FWD	Counts all prefetch (that bring data to LLC only) data reads TBD TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x04003C0080	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_DATA_RD.L3_HIT.HITM_OTHER_CORE	Counts all prefetch (that bring data to LLC only) data reads TBD TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x10003C0080	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_DATA_RD.L3_HIT.ANY_SNOOP	Counts all prefetch (that bring data to LLC only) data reads TBD TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3F803C0080	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_DATA_RD.L3_MISS.ANY_SNOOP	Counts all prefetch (that bring data to LLC only) data reads TBD TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FBC000080	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_DATA_RD.L3_MISS.REMOTE_HIT_FORWARD	Counts all prefetch (that bring data to LLC only) data reads TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x083FC00080	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_DATA_RD.L3_MISS.REMOTE_HITM	Counts all prefetch (that bring data to LLC only) data reads TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x103FC00080	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_DATA_RD.L3_MISS.SNOOP_MISS_OR_NO_FWD	Counts all prefetch (that bring data to LLC only) data reads TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x063FC00080	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_DATA_RD.L3_MISS_REMOTE_DRAM.SNOOP_MISS_OR_NO_FWD	Counts all prefetch (that bring data to LLC only) data reads TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x063B800080	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_DATA_RD.L3_MISS_LOCAL_DRAM.SNOOP_MISS_OR_NO_FWD	Counts all prefetch (that bring data to LLC only) data reads TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0604000080	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_RFO.ANY_RESPONSE	Counts all prefetch (that bring data to LLC only) RFOs have any response type. 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0000010100	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_RFO.L3_HIT.NO_SNOOP_NEEDED	Counts all prefetch (that bring data to LLC only) RFOs TBD TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x01003C0100	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_RFO.L3_HIT.HIT_OTHER_CORE_NO_FWD	Counts all prefetch (that bring data to LLC only) RFOs TBD TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x04003C0100	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_RFO.L3_HIT.HITM_OTHER_CORE	Counts all prefetch (that bring data to LLC only) RFOs TBD TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x10003C0100	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_RFO.L3_HIT.ANY_SNOOP	Counts all prefetch (that bring data to LLC only) RFOs TBD TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3F803C0100	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_RFO.L3_MISS.ANY_SNOOP	Counts all prefetch (that bring data to LLC only) RFOs TBD TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FBC000100	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_RFO.L3_MISS.REMOTE_HIT_FORWARD	Counts all prefetch (that bring data to LLC only) RFOs TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x083FC00100	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_RFO.L3_MISS.REMOTE_HITM	Counts all prefetch (that bring data to LLC only) RFOs TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x103FC00100	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_RFO.L3_MISS.SNOOP_MISS_OR_NO_FWD	Counts all prefetch (that bring data to LLC only) RFOs TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x063FC00100	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_RFO.L3_MISS_REMOTE_DRAM.SNOOP_MISS_OR_NO_FWD	Counts all prefetch (that bring data to LLC only) RFOs TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x063B800100	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_RFO.L3_MISS_LOCAL_DRAM.SNOOP_MISS_OR_NO_FWD	Counts all prefetch (that bring data to LLC only) RFOs TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0604000100	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L1D_AND_SW.ANY_RESPONSE	Counts L1 data cache hardware prefetch requests and software prefetch requests have any response type. 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0000010400	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L1D_AND_SW.L3_HIT.NO_SNOOP_NEEDED	Counts L1 data cache hardware prefetch requests and software prefetch requests TBD TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x01003C0400	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L1D_AND_SW.L3_HIT.HIT_OTHER_CORE_NO_FWD	Counts L1 data cache hardware prefetch requests and software prefetch requests TBD TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x04003C0400	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L1D_AND_SW.L3_HIT.HITM_OTHER_CORE	Counts L1 data cache hardware prefetch requests and software prefetch requests TBD TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x10003C0400	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L1D_AND_SW.L3_HIT.ANY_SNOOP	Counts L1 data cache hardware prefetch requests and software prefetch requests TBD TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3F803C0400	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L1D_AND_SW.L3_MISS.ANY_SNOOP	Counts L1 data cache hardware prefetch requests and software prefetch requests TBD TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3FBC000400	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L1D_AND_SW.L3_MISS.REMOTE_HIT_FORWARD	Counts L1 data cache hardware prefetch requests and software prefetch requests TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x083FC00400	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L1D_AND_SW.L3_MISS.REMOTE_HITM	Counts L1 data cache hardware prefetch requests and software prefetch requests TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x103FC00400	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L1D_AND_SW.L3_MISS.SNOOP_MISS_OR_NO_FWD	Counts L1 data cache hardware prefetch requests and software prefetch requests TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x063FC00400	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L1D_AND_SW.L3_MISS_REMOTE_DRAM.SNOOP_MISS_OR_NO_FWD	Counts L1 data cache hardware prefetch requests and software prefetch requests TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x063B800400	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L1D_AND_SW.L3_MISS_LOCAL_DRAM.SNOOP_MISS_OR_NO_FWD	Counts L1 data cache hardware prefetch requests and software prefetch requests TBD 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0604000400	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_PF_DATA_RD.ANY_RESPONSE	TBD have any response type. 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0000010490	0	0	0	0	0	0	0	0	null	0	0
