# Performance Monitoring Events for the Fifth Generation Intel Core Processors Based on the Broadwell Microarchitecture - V23
# 8/7/2018 8:47:47 AM
# Copyright (c) 2007 - 2017 Intel Corporation. All rights reserved.
EventCode	UMask	EventName	BriefDescription	Counter	CounterHTOff	SampleAfterValue	MSRIndex	MSRValue	TakenAlone	CounterMask	Invert	AnyThread	EdgeDetect	PEBS	Data_LA	L1_Hit_Indication	Errata
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT.SNOOP_HIT_NO_FWD	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x04003C0002	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT.SNOOP_HITM	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x10003C0002	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT.SNOOP_NON_DRAM	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x20003C0002	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT.ANY_SNOOP	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3F803C0002	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS_LOCAL_DRAM.ANY_SNOOP	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3F84000002	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS.SNOOP_NONE	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x00BC000002	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS.SNOOP_NOT_NEEDED	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x013C000002	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS.SNOOP_MISS	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x023C000002	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS.SNOOP_HIT_NO_FWD	Counts all demand data writes (RFOs) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x043C000002	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.ANY_RESPONSE	Counts all demand code reads have any response type. 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0000010004	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.SUPPLIER_NONE.SNOOP_NONE	Counts all demand code reads 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0080020004	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.SUPPLIER_NONE.SNOOP_NOT_NEEDED	Counts all demand code reads 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0100020004	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.SUPPLIER_NONE.SNOOP_MISS	Counts all demand code reads 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0200020004	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.SUPPLIER_NONE.SNOOP_HIT_NO_FWD	Counts all demand code reads 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0400020004	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.SUPPLIER_NONE.SNOOP_HITM	Counts all demand code reads 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x1000020004	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.SUPPLIER_NONE.SNOOP_NON_DRAM	Counts all demand code reads 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x2000020004	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.SUPPLIER_NONE.ANY_SNOOP	Counts all demand code reads 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3F80020004	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT.SNOOP_NONE	Counts all demand code reads 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x00803C0004	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT.SNOOP_NOT_NEEDED	Counts all demand code reads 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x01003C0004	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT.SNOOP_MISS	Counts all demand code reads 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x02003C0004	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT.SNOOP_HIT_NO_FWD	Counts all demand code reads 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x04003C0004	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT.SNOOP_HITM	Counts all demand code reads 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x10003C0004	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT.SNOOP_NON_DRAM	Counts all demand code reads 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x20003C0004	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT.ANY_SNOOP	Counts all demand code reads 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3F803C0004	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS_LOCAL_DRAM.SNOOP_NONE	Counts all demand code reads 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0084000004	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS_LOCAL_DRAM.SNOOP_NOT_NEEDED	Counts all demand code reads 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0104000004	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS_LOCAL_DRAM.SNOOP_MISS	Counts all demand code reads 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0204000004	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS_LOCAL_DRAM.SNOOP_HIT_NO_FWD	Counts all demand code reads 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0404000004	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS_LOCAL_DRAM.SNOOP_HITM	Counts all demand code reads 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x1004000004	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS_LOCAL_DRAM.SNOOP_NON_DRAM	Counts all demand code reads 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x2004000004	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS_LOCAL_DRAM.ANY_SNOOP	Counts all demand code reads 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3F84000004	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS.SNOOP_NONE	Counts all demand code reads 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x00BC000004	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS.SNOOP_NOT_NEEDED	Counts all demand code reads 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x013C000004	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS.SNOOP_MISS	Counts all demand code reads 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x023C000004	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS.SNOOP_HIT_NO_FWD	Counts all demand code reads 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x043C000004	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.COREWB.ANY_RESPONSE	Counts writebacks (modified to exclusive) have any response type. 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0000010008	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.COREWB.SUPPLIER_NONE.SNOOP_NONE	Counts writebacks (modified to exclusive) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0080020008	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.COREWB.SUPPLIER_NONE.SNOOP_NOT_NEEDED	Counts writebacks (modified to exclusive) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0100020008	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.COREWB.SUPPLIER_NONE.SNOOP_MISS	Counts writebacks (modified to exclusive) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0200020008	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.COREWB.SUPPLIER_NONE.SNOOP_HIT_NO_FWD	Counts writebacks (modified to exclusive) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0400020008	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.COREWB.SUPPLIER_NONE.SNOOP_HITM	Counts writebacks (modified to exclusive) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x1000020008	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.COREWB.SUPPLIER_NONE.SNOOP_NON_DRAM	Counts writebacks (modified to exclusive) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x2000020008	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.COREWB.SUPPLIER_NONE.ANY_SNOOP	Counts writebacks (modified to exclusive) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3F80020008	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.COREWB.L3_HIT.SNOOP_NONE	Counts writebacks (modified to exclusive) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x00803C0008	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.COREWB.L3_HIT.SNOOP_NOT_NEEDED	Counts writebacks (modified to exclusive) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x01003C0008	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.COREWB.L3_HIT.SNOOP_MISS	Counts writebacks (modified to exclusive) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x02003C0008	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.COREWB.L3_HIT.SNOOP_HIT_NO_FWD	Counts writebacks (modified to exclusive) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x04003C0008	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.COREWB.L3_HIT.SNOOP_HITM	Counts writebacks (modified to exclusive) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x10003C0008	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.COREWB.L3_HIT.SNOOP_NON_DRAM	Counts writebacks (modified to exclusive) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x20003C0008	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.COREWB.L3_HIT.ANY_SNOOP	Counts writebacks (modified to exclusive) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3F803C0008	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.COREWB.L3_MISS_LOCAL_DRAM.SNOOP_NONE	Counts writebacks (modified to exclusive) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0084000008	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.COREWB.L3_MISS_LOCAL_DRAM.SNOOP_NOT_NEEDED	Counts writebacks (modified to exclusive) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0104000008	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.COREWB.L3_MISS_LOCAL_DRAM.SNOOP_MISS	Counts writebacks (modified to exclusive) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0204000008	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.COREWB.L3_MISS_LOCAL_DRAM.SNOOP_HIT_NO_FWD	Counts writebacks (modified to exclusive) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0404000008	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.COREWB.L3_MISS_LOCAL_DRAM.SNOOP_HITM	Counts writebacks (modified to exclusive) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x1004000008	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.COREWB.L3_MISS_LOCAL_DRAM.SNOOP_NON_DRAM	Counts writebacks (modified to exclusive) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x2004000008	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.COREWB.L3_MISS_LOCAL_DRAM.ANY_SNOOP	Counts writebacks (modified to exclusive) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3F84000008	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.COREWB.L3_MISS.SNOOP_NONE	Counts writebacks (modified to exclusive) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x00BC000008	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.COREWB.L3_MISS.SNOOP_NOT_NEEDED	Counts writebacks (modified to exclusive) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x013C000008	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.COREWB.L3_MISS.SNOOP_MISS	Counts writebacks (modified to exclusive) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x023C000008	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.COREWB.L3_MISS.SNOOP_HIT_NO_FWD	Counts writebacks (modified to exclusive) 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x043C000008	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.ANY_RESPONSE	Counts prefetch (that bring data to L2) data reads have any response type. 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0000010010	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.SUPPLIER_NONE.SNOOP_NONE	Counts prefetch (that bring data to L2) data reads 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0080020010	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.SUPPLIER_NONE.SNOOP_NOT_NEEDED	Counts prefetch (that bring data to L2) data reads 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0100020010	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.SUPPLIER_NONE.SNOOP_MISS	Counts prefetch (that bring data to L2) data reads 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0200020010	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.SUPPLIER_NONE.SNOOP_HIT_NO_FWD	Counts prefetch (that bring data to L2) data reads 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x0400020010	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.SUPPLIER_NONE.SNOOP_HITM	Counts prefetch (that bring data to L2) data reads 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x1000020010	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.SUPPLIER_NONE.SNOOP_NON_DRAM	Counts prefetch (that bring data to L2) data reads 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x2000020010	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.SUPPLIER_NONE.ANY_SNOOP	Counts prefetch (that bring data to L2) data reads 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x3F80020010	0	0	0	0	0	0	0	0	null
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.L3_HIT.SNOOP_NONE	Counts prefetch (that bring data to L2) data reads 	0,1,2,3	0,1,2,3	100003	0x1a6, 0x1a7	0x00803C0010	0	0	0	0	0	0	0	0	null
