# Performance Monitoring Events for Intel(R) Xeon(R) processor E5 v3 family based on the Haswell-E microarchitecture - V20
# 8/16/2018 4:23:38 AM EVENT_STATUS Legend: None = 0x00, Deprecated = 0x01, Template = 0x02
# Copyright (c) 2007 - 2017 Intel Corporation. All rights reserved.
EventCode	UMask	EventName	BriefDescription	Counter	CounterHTOff	SampleAfterValue	MSRIndex	MSRValue	TakenAlone	CounterMask	Invert	AnyThread	EdgeDetect	PEBS	Data_LA	L1_Hit_Indication	Errata	ELLC	EVENT_STATUS
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.LLC_MISS.ANY_RESPONSE	Counts prefetch (that bring data to L2) data reads miss in the L3 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3FBFC00010	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.LLC_HIT.ANY_RESPONSE	Counts all prefetch (that bring data to L2) RFOs hit in the L3 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3F803C0020	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.LLC_MISS.ANY_RESPONSE	Counts all prefetch (that bring data to L2) RFOs miss in the L3 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3FBFC00020	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_CODE_RD.LLC_HIT.ANY_RESPONSE	Counts all prefetch (that bring data to LLC only) code reads hit in the L3 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3F803C0040	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_CODE_RD.LLC_MISS.ANY_RESPONSE	Counts all prefetch (that bring data to LLC only) code reads miss in the L3 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3FBFC00040	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_LLC_DATA_RD.LLC_HIT.ANY_RESPONSE	Counts all prefetch (that bring data to LLC only) data reads hit in the L3 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3F803C0080	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_LLC_DATA_RD.LLC_MISS.ANY_RESPONSE	Counts all prefetch (that bring data to LLC only) data reads miss in the L3 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3FBFC00080	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_LLC_RFO.LLC_HIT.ANY_RESPONSE	Counts all prefetch (that bring data to LLC only) RFOs hit in the L3 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3F803C0100	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_LLC_RFO.LLC_MISS.ANY_RESPONSE	Counts all prefetch (that bring data to LLC only) RFOs miss in the L3 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3FBFC00100	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_LLC_CODE_RD.LLC_HIT.ANY_RESPONSE	Counts prefetch (that bring data to LLC only) code reads hit in the L3 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3F803C0200	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_LLC_CODE_RD.LLC_MISS.ANY_RESPONSE	Counts prefetch (that bring data to LLC only) code reads miss in the L3 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3FBFC00200	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_DATA_RD.LLC_HIT.HIT_OTHER_CORE_NO_FWD	Counts all demand & prefetch data reads hit in the L3 and the snoops to sibling cores hit in either E/S state and the line is not forwarded 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x04003C0091	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_DATA_RD.LLC_HIT.HITM_OTHER_CORE	Counts all demand & prefetch data reads hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x10003C0091	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_DATA_RD.LLC_MISS.ANY_RESPONSE	Counts all demand & prefetch data reads miss in the L3 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3FBFC00091	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_DATA_RD.LLC_MISS.LOCAL_DRAM	Counts all demand & prefetch data reads miss the L3 and the data is returned from local dram 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x0600400091	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_DATA_RD.LLC_MISS.REMOTE_DRAM	Counts all demand & prefetch data reads miss the L3 and the data is returned from remote dram 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x063F800091	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_DATA_RD.LLC_MISS.REMOTE_HITM	Counts all demand & prefetch data reads miss the L3 and the modified data is transferred from remote cache 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x103FC00091	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_DATA_RD.LLC_MISS.REMOTE_HIT_FORWARD	Counts all demand & prefetch data reads miss the L3 and clean or shared data is transferred from remote cache 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x083FC00091	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_RFO.LLC_HIT.HIT_OTHER_CORE_NO_FWD	Counts all demand & prefetch RFOs hit in the L3 and the snoops to sibling cores hit in either E/S state and the line is not forwarded 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x04003C0122	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_RFO.LLC_HIT.HITM_OTHER_CORE	Counts all demand & prefetch RFOs hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x10003C0122	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_RFO.LLC_MISS.ANY_RESPONSE	Counts all demand & prefetch RFOs miss in the L3 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3FBFC00122	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_RFO.LLC_MISS.LOCAL_DRAM	Counts all demand & prefetch RFOs miss the L3 and the data is returned from local dram 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x0600400122	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_CODE_RD.LLC_HIT.HIT_OTHER_CORE_NO_FWD	Counts all demand & prefetch code reads hit in the L3 and the snoops to sibling cores hit in either E/S state and the line is not forwarded 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x04003C0244	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_CODE_RD.LLC_MISS.ANY_RESPONSE	Counts all demand & prefetch code reads miss in the L3 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3FBFC00244	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_CODE_RD.LLC_MISS.LOCAL_DRAM	Counts all demand & prefetch code reads miss the L3 and the data is returned from local dram 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x0600400244	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_READS.LLC_HIT.HIT_OTHER_CORE_NO_FWD	Counts all data/code/rfo reads (demand & prefetch) hit in the L3 and the snoops to sibling cores hit in either E/S state and the line is not forwarded 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x04003C07F7	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_READS.LLC_HIT.HITM_OTHER_CORE	Counts all data/code/rfo reads (demand & prefetch) hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x10003C07F7	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_READS.LLC_MISS.ANY_RESPONSE	Counts all data/code/rfo reads (demand & prefetch) miss in the L3 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3FBFC007F7	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_READS.LLC_MISS.LOCAL_DRAM	Counts all data/code/rfo reads (demand & prefetch) miss the L3 and the data is returned from local dram 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x06004007F7	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_READS.LLC_MISS.REMOTE_DRAM	Counts all data/code/rfo reads (demand & prefetch) miss the L3 and the data is returned from remote dram 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x063F8007F7	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_READS.LLC_MISS.REMOTE_HITM	Counts all data/code/rfo reads (demand & prefetch) miss the L3 and the modified data is transferred from remote cache 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x103FC007F7	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_READS.LLC_MISS.REMOTE_HIT_FORWARD	Counts all data/code/rfo reads (demand & prefetch) miss the L3 and clean or shared data is transferred from remote cache 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x083FC007F7	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_REQUESTS.LLC_HIT.ANY_RESPONSE	Counts all requests hit in the L3 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3F803C8FFF	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_REQUESTS.LLC_MISS.ANY_RESPONSE	Counts all requests miss in the L3 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3FBFC08FFF	0	0	0	0	0	0	0	0	null	0	0
