# Performance Monitoring Events for Performance Monitoring Events for Intel Xeon Processors Based on the Cascadelake Microarchitecture with Intel Optane DC persistent memory - V1.04
# 4/1/2019 11:14:48 AM
Unit	EventCode	UMask	PortMask	FCMask	UMaskExt	EventName	Description	Counter	MSRValue	ELLC	Filter	Internal	Deprecated	FILTER_VALUE
CHA	0x60	0x80	0x00	0x00	0x00	UNC_H_HITME_MISS.READ_OR_INV	This event is deprecated. Refer to new event UNC_CHA_HITME_MISS.READ_OR_INV	0,1,2,3	0x00	0	na	0	1	0
CHA	0x61	0x1	0x00	0x00	0x00	UNC_H_HITME_UPDATE.DEALLOCATE_RSPFWDI_LOC	This event is deprecated. Refer to new event UNC_CHA_HITME_UPDATE.DEALLOCATE_RSPFWDI_LOC	0,1,2,3	0x00	0	na	0	1	0
CHA	0x61	0x2	0x00	0x00	0x00	UNC_H_HITME_UPDATE.RSPFWDI_REM	This event is deprecated. Refer to new event UNC_CHA_HITME_UPDATE.RSPFWDI_REM	0,1,2,3	0x00	0	na	0	1	0
CHA	0x61	0x4	0x00	0x00	0x00	UNC_H_HITME_UPDATE.SHARED	This event is deprecated. Refer to new event UNC_CHA_HITME_UPDATE.SHARED	0,1,2,3	0x00	0	na	0	1	0
CHA	0x61	0x8	0x00	0x00	0x00	UNC_H_HITME_UPDATE.RDINVOWN	This event is deprecated. Refer to new event UNC_CHA_HITME_UPDATE.RDINVOWN	0,1,2,3	0x00	0	na	0	1	0
CHA	0x61	0x10	0x00	0x00	0x00	UNC_H_HITME_UPDATE.DEALLOCATE	This event is deprecated. Refer to new event UNC_CHA_HITME_UPDATE.DEALLOCATE	0,1,2,3	0x00	0	na	0	1	0
CHA	0x59	0x1	0x00	0x00	0x00	UNC_H_IMC_READS_COUNT.NORMAL	This event is deprecated. Refer to new event UNC_CHA_IMC_READS_COUNT.NORMAL	0,1,2,3	0x00	0	na	0	1	0
CHA	0x59	0x2	0x00	0x00	0x00	UNC_H_IMC_READS_COUNT.PRIORITY	This event is deprecated. Refer to new event UNC_CHA_IMC_READS_COUNT.PRIORITY	0,1,2,3	0x00	0	na	0	1	0
CHA	0x5B	0x1	0x00	0x00	0x00	UNC_H_IMC_WRITES_COUNT.FULL	This event is deprecated. Refer to new event UNC_CHA_IMC_WRITES_COUNT.FULL	0,1,2,3	0x00	0	na	0	1	0
CHA	0x5B	0x2	0x00	0x00	0x00	UNC_H_IMC_WRITES_COUNT.PARTIAL	This event is deprecated. Refer to new event UNC_CHA_IMC_WRITES_COUNT.PARTIAL	0,1,2,3	0x00	0	na	0	1	0
CHA	0x5B	0x4	0x00	0x00	0x00	UNC_H_IMC_WRITES_COUNT.FULL_PRIORITY	This event is deprecated. Refer to new event UNC_CHA_IMC_WRITES_COUNT.FULL_PRIORITY	0,1,2,3	0x00	0	na	0	1	0
CHA	0x5B	0x8	0x00	0x00	0x00	UNC_H_IMC_WRITES_COUNT.PARTIAL_PRIORITY	This event is deprecated. Refer to new event UNC_CHA_IMC_WRITES_COUNT.PARTIAL_PRIORITY	0,1,2,3	0x00	0	na	0	1	0
CHA	0x5B	0x10	0x00	0x00	0x00	UNC_H_IMC_WRITES_COUNT.FULL_MIG	This event is deprecated. Refer to new event UNC_CHA_IMC_WRITES_COUNT.FULL_MIG	0,1,2,3	0x00	0	na	0	1	0
CHA	0x5B	0x20	0x00	0x00	0x00	UNC_H_IMC_WRITES_COUNT.PARTIAL_MIG	This event is deprecated. Refer to new event UNC_CHA_IMC_WRITES_COUNT.PARTIAL_MIG	0,1,2,3	0x00	0	na	0	1	0
CHA	0x62	0x1	0x00	0x00	0x00	UNC_H_IODC_ALLOC.INVITOM	This event is deprecated. Refer to new event UNC_CHA_IODC_ALLOC.INVITOM	0,1,2,3	0x00	0	na	0	1	0
CHA	0x62	0x2	0x00	0x00	0x00	UNC_H_IODC_ALLOC.IODCFULL	This event is deprecated. Refer to new event UNC_CHA_IODC_ALLOC.IODCFULL	0,1,2,3	0x00	0	na	0	1	0
CHA	0x62	0x4	0x00	0x00	0x00	UNC_H_IODC_ALLOC.OSBGATED	This event is deprecated. Refer to new event UNC_CHA_IODC_ALLOC.OSBGATED	0,1,2,3	0x00	0	na	0	1	0
CHA	0x63	0x1	0x00	0x00	0x00	UNC_H_IODC_DEALLOC.WBMTOE	This event is deprecated. Refer to new event UNC_CHA_IODC_DEALLOC.WBMTOE	0,1,2,3	0x00	0	na	0	1	0
CHA	0x63	0x2	0x00	0x00	0x00	UNC_H_IODC_DEALLOC.WBMTOI	This event is deprecated. Refer to new event UNC_CHA_IODC_DEALLOC.WBMTOI	0,1,2,3	0x00	0	na	0	1	0
CHA	0x63	0x4	0x00	0x00	0x00	UNC_H_IODC_DEALLOC.WBPUSHMTOI	This event is deprecated. Refer to new event UNC_CHA_IODC_DEALLOC.WBPUSHMTOI	0,1,2,3	0x00	0	na	0	1	0
CHA	0x63	0x8	0x00	0x00	0x00	UNC_H_IODC_DEALLOC.SNPOUT	This event is deprecated. Refer to new event UNC_CHA_IODC_DEALLOC.SNPOUT	0,1,2,3	0x00	0	na	0	1	0
CHA	0x63	0x10	0x00	0x00	0x00	UNC_H_IODC_DEALLOC.ALL	This event is deprecated. Refer to new event UNC_CHA_IODC_DEALLOC.ALL	0,1,2,3	0x00	0	na	0	1	0
CHA	0x34	0x5	0x00	0x00	0x00	UNC_C_LLC_LOOKUP.WRITE	This event is deprecated. Refer to new event UNC_CHA_LLC_LOOKUP.WRITE	0,1,2,3	0x00	0	CHAFilter0[26:17]	0	1	0
CHA	0x34	0x11	0x00	0x00	0x00	UNC_C_LLC_LOOKUP.ANY	This event is deprecated. Refer to new event UNC_CHA_LLC_LOOKUP.ANY	0,1,2,3	0x00	0	CHAFilter0[26:17]	0	1	0
CHA	0x34	0x31	0x00	0x00	0x00	UNC_C_LLC_LOOKUP.LOCAL	This event is deprecated. Refer to new event UNC_CHA_LLC_LOOKUP.LOCAL	0,1,2,3	0x00	0	CHAFilter0[26:17]	0	1	0
CHA	0x34	0x91	0x00	0x00	0x00	UNC_C_LLC_LOOKUP.REMOTE	This event is deprecated. Refer to new event UNC_CHA_LLC_LOOKUP.REMOTE	0,1,2,3	0x00	0	CHAFilter0[26:17]	0	1	0
CHA	0x37	0x2f	0x00	0x00	0x00	UNC_C_LLC_VICTIMS.LOCAL	This event is deprecated. Refer to new event UNC_CHA_LLC_VICTIMS.LOCAL_ALL	0,1,2,3	0x00	0	na	0	1	0
CHA	0x37	0x80	0x00	0x00	0x00	UNC_C_LLC_VICTIMS.REMOTE	This event is deprecated. Refer to new event UNC_CHA_LLC_VICTIMS.REMOTE_ALL	0,1,2,3	0x00	0	na	0	1	0
CHA	0x39	0x1	0x00	0x00	0x00	UNC_H_MISC.RSPI_WAS_FSE	This event is deprecated. Refer to new event UNC_CHA_MISC.RSPI_WAS_FSE	0,1,2,3	0x00	0	na	0	1	0
CHA	0x39	0x2	0x00	0x00	0x00	UNC_H_MISC.WC_ALIASING	This event is deprecated. Refer to new event UNC_CHA_MISC.WC_ALIASING	0,1,2,3	0x00	0	na	0	1	0
CHA	0x39	0x10	0x00	0x00	0x00	UNC_H_MISC.CV0_PREF_VIC	This event is deprecated. Refer to new event UNC_CHA_MISC.CV0_PREF_VIC	0,1,2,3	0x00	0	na	0	1	0
CHA	0x39	0x20	0x00	0x00	0x00	UNC_H_MISC.CV0_PREF_MISS	This event is deprecated. Refer to new event UNC_CHA_MISC.CV0_PREF_MISS	0,1,2,3	0x00	0	na	0	1	0
CHA	0x55	0x0	0x00	0x00	0x00	UNC_H_OSB	This event is deprecated. Refer to new event UNC_CHA_OSB	0,1,2,3	0x00	0	na	0	1	0
CHA	0x58	0x1	0x00	0x00	0x00	UNC_H_READ_NO_CREDITS.MC0_SMI0	This event is deprecated. Refer to new event UNC_CHA_READ_NO_CREDITS.MC0_SMI0	0,1,2,3	0x00	0	na	0	1	0
CHA	0x58	0x2	0x00	0x00	0x00	UNC_H_READ_NO_CREDITS.MC1_SMI1	This event is deprecated. Refer to new event UNC_CHA_READ_NO_CREDITS.MC1_SMI1	0,1,2,3	0x00	0	na	0	1	0
CHA	0x58	0x4	0x00	0x00	0x00	UNC_H_READ_NO_CREDITS.EDC0_SMI2	This event is deprecated. Refer to new event UNC_CHA_READ_NO_CREDITS.EDC0_SMI2	0,1,2,3	0x00	0	na	0	1	0
CHA	0x58	0x8	0x00	0x00	0x00	UNC_H_READ_NO_CREDITS.EDC1_SMI3	This event is deprecated. Refer to new event UNC_CHA_READ_NO_CREDITS.EDC1_SMI3	0,1,2,3	0x00	0	na	0	1	0
CHA	0x58	0x10	0x00	0x00	0x00	UNC_H_READ_NO_CREDITS.EDC2_SMI4	This event is deprecated. Refer to new event UNC_CHA_READ_NO_CREDITS.EDC2_SMI4	0,1,2,3	0x00	0	na	0	1	0
CHA	0x58	0x20	0x00	0x00	0x00	UNC_H_READ_NO_CREDITS.EDC3_SMI5	This event is deprecated. Refer to new event UNC_CHA_READ_NO_CREDITS.EDC3_SMI5	0,1,2,3	0x00	0	na	0	1	0
CHA	0x50	0x2	0x00	0x00	0x00	UNC_H_REQUESTS.READS_REMOTE	This event is deprecated. Refer to new event UNC_CHA_REQUESTS.READS_REMOTE	0,1,2,3	0x00	0	na	0	1	0
CHA	0x50	0x8	0x00	0x00	0x00	UNC_H_REQUESTS.WRITES_REMOTE	This event is deprecated. Refer to new event UNC_CHA_REQUESTS.WRITES_REMOTE	0,1,2,3	0x00	0	na	0	1	0
CHA	0x51	0x01	0x00	0x00	0x00	UNC_H_SNOOPS_SENT.	This event is deprecated. Refer to new event UNC_CHA_SNOOPS_SENT.ALL	0,1,2,3	0x00	0	na	0	1	0
CHA	0x51	0x04	0x00	0x00	0x00	UNC_H_SNOOPS_SENT.LOCAL	This event is deprecated. Refer to new event UNC_CHA_SNOOPS_SENT.LOCAL	0,1,2,3	0x00	0	na	0	1	0
CHA	0x51	0x08	0x00	0x00	0x00	UNC_H_SNOOPS_SENT.REMOTE	This event is deprecated. Refer to new event UNC_CHA_SNOOPS_SENT.REMOTE	0,1,2,3	0x00	0	na	0	1	0
CHA	0x51	0x10	0x00	0x00	0x00	UNC_H_SNOOPS_SENT.BCST_LOC	This event is deprecated. Refer to new event UNC_CHA_SNOOPS_SENT.BCST_LOCAL	0,1,2,3	0x00	0	na	0	1	0
CHA	0x51	0x20	0x00	0x00	0x00	UNC_H_SNOOPS_SENT.BCST_REM	This event is deprecated. Refer to new event UNC_CHA_SNOOPS_SENT.BCST_REMOTE	0,1,2,3	0x00	0	na	0	1	0
CHA	0x51	0x40	0x00	0x00	0x00	UNC_H_SNOOPS_SENT.DIRECT_LOC	This event is deprecated. Refer to new event UNC_CHA_SNOOPS_SENT.DIRECT_LOCAL	0,1,2,3	0x00	0	na	0	1	0
CHA	0x51	0x80	0x00	0x00	0x00	UNC_H_SNOOPS_SENT.DIRECT_REM	This event is deprecated. Refer to new event UNC_CHA_SNOOPS_SENT.DIRECT_REMOTE	0,1,2,3	0x00	0	na	0	1	0
CHA	0x5C	0x1	0x00	0x00	0x00	UNC_H_SNOOP_RESP.RSPI	This event is deprecated. Refer to new event UNC_CHA_SNOOP_RESP.RSPI	0,1,2,3	0x00	0	na	0	1	0
CHA	0x5C	0x2	0x00	0x00	0x00	UNC_H_SNOOP_RESP.RSPS	This event is deprecated. Refer to new event UNC_CHA_SNOOP_RESP.RSPS	0,1,2,3	0x00	0	na	0	1	0
CHA	0x5C	0x10	0x00	0x00	0x00	UNC_H_SNOOP_RESP.RSP_WB	This event is deprecated. Refer to new event UNC_CHA_SNOOP_RESP.RSP_WBWB	0,1,2,3	0x00	0	na	0	1	0
CHA	0x5C	0x80	0x00	0x00	0x00	UNC_H_SNOOP_RESP.RSPFWD	This event is deprecated. Refer to new event UNC_CHA_SNOOP_RESP.RSPFWD	0,1,2,3	0x00	0	na	0	1	0
CHA	0x5D	0x01	0x00	0x00	0x00	UNC_H_SNP_RSP_RCV_LOCAL.RSPI	This event is deprecated. Refer to new event UNC_CHA_SNOOP_RESP_LOCAL.RSPI	0,1,2,3	0x00	0	na	0	1	0
CHA	0x5D	0x02	0x00	0x00	0x00	UNC_H_SNP_RSP_RCV_LOCAL.RSPS	This event is deprecated. Refer to new event UNC_CHA_SNOOP_RESP_LOCAL.RSPS	0,1,2,3	0x00	0	na	0	1	0
CHA	0x5D	0x04	0x00	0x00	0x00	UNC_H_SNP_RSP_RCV_LOCAL.RSPIFWD	This event is deprecated. Refer to new event UNC_CHA_SNOOP_RESP_LOCAL.RSPIFWD	0,1,2,3	0x00	0	na	0	1	0
CHA	0x5D	0x08	0x00	0x00	0x00	UNC_H_SNP_RSP_RCV_LOCAL.RSPSFWD	This event is deprecated. Refer to new event UNC_CHA_SNOOP_RESP_LOCAL.RSPSFWD	0,1,2,3	0x00	0	na	0	1	0
CHA	0x5D	0x10	0x00	0x00	0x00	UNC_H_SNP_RSP_RCV_LOCAL.RSP_WB	This event is deprecated. Refer to new event UNC_CHA_SNOOP_RESP_LOCAL.RSP_WB	0,1,2,3	0x00	0	na	0	1	0
CHA	0x5D	0x20	0x00	0x00	0x00	UNC_H_SNP_RSP_RCV_LOCAL.RSP_FWD_WB	This event is deprecated. Refer to new event UNC_CHA_SNOOP_RESP_LOCAL.RSP_FWD_WB	0,1,2,3	0x00	0	na	0	1	0
CHA	0x5D	0x40	0x00	0x00	0x00	UNC_H_SNP_RSP_RCV_LOCAL.RSPCNFLCT	This event is deprecated. Refer to new event UNC_CHA_SNOOP_RESP_LOCAL.RSPCNFLCT	0,1,2,3	0x00	0	na	0	1	0
CHA	0x5D	0x80	0x00	0x00	0x00	UNC_H_SNP_RSP_RCV_LOCAL.RSPFWD	This event is deprecated. Refer to new event UNC_CHA_SNOOP_RESP_LOCAL.RSPFWD	0,1,2,3	0x00	0	na	0	1	0
CHA	0x35	0x02	0x00	0x00	0x00	UNC_C_TOR_INSERTS.EVICT	This event is deprecated. Refer to new event UNC_CHA_TOR_INSERTS.EVICT	0,1,2,3	0x00	0	CHAFilter1[31:0]	0	1	0
CHA	0x35	0x04	0x00	0x00	0x00	UNC_C_TOR_INSERTS.PRQ	This event is deprecated. Refer to new event UNC_CHA_TOR_INSERTS.PRQ	0,1,2,3	0x00	0	CHAFilter1[31:0]	0	1	0
CHA	0x35	0x08	0x00	0x00	0x00	UNC_C_TOR_INSERTS.IPQ	This event is deprecated. Refer to new event UNC_CHA_TOR_INSERTS.IPQ	0,1,2,3	0x00	0	CHAFilter1[31:0]	0	1	0
CHA	0x35	0x10	0x00	0x00	0x00	UNC_C_TOR_INSERTS.HIT	This event is deprecated. Refer to new event UNC_CHA_TOR_INSERTS.HIT	0,1,2,3	0x00	0	CHAFilter1[31:0]	0	1	0
CHA	0x35	0x20	0x00	0x00	0x00	UNC_C_TOR_INSERTS.MISS	This event is deprecated. Refer to new event UNC_CHA_TOR_INSERTS.MISS	0,1,2,3	0x00	0	CHAFilter1[31:0]	0	1	0
CHA	0x36	0x02	0x00	0x00	0x00	UNC_C_TOR_OCCUPANCY.EVICT	This event is deprecated. Refer to new event UNC_CHA_TOR_OCCUPANCY.EVICT	0	0x00	0	CHAFilter1[31:0]	0	1	0
CHA	0x36	0x04	0x00	0x00	0x00	UNC_C_TOR_OCCUPANCY.PRQ	This event is deprecated. Refer to new event UNC_CHA_TOR_OCCUPANCY.PRQ	0	0x00	0	CHAFilter1[31:0]	0	1	0
CHA	0x36	0x08	0x00	0x00	0x00	UNC_C_TOR_OCCUPANCY.IPQ	This event is deprecated. Refer to new event UNC_CHA_TOR_OCCUPANCY.IPQ	0	0x00	0	CHAFilter1[31:0]	0	1	0
CHA	0x36	0x10	0x00	0x00	0x00	UNC_C_TOR_OCCUPANCY.HIT	This event is deprecated. Refer to new event UNC_CHA_TOR_OCCUPANCY.HIT	0	0x00	0	CHAFilter1[31:0]	0	1	0
CHA	0x36	0x20	0x00	0x00	0x00	UNC_C_TOR_OCCUPANCY.MISS	This event is deprecated. Refer to new event UNC_CHA_TOR_OCCUPANCY.MISS	0	0x00	0	CHAFilter1[31:0]	0	1	0
CHA	0x56	0x1	0x00	0x00	0x00	UNC_H_WB_PUSH_MTOI.LLC	This event is deprecated. Refer to new event UNC_CHA_WB_PUSH_MTOI.LLC	0,1,2,3	0x00	0	na	0	1	0
CHA	0x56	0x2	0x00	0x00	0x00	UNC_H_WB_PUSH_MTOI.MEM	This event is deprecated. Refer to new event UNC_CHA_WB_PUSH_MTOI.MEM	0,1,2,3	0x00	0	na	0	1	0
CHA	0x5A	0x1	0x00	0x00	0x00	UNC_H_WRITE_NO_CREDITS.MC0_SMI0	This event is deprecated. Refer to new event UNC_CHA_WRITE_NO_CREDITS.MC0_SMI0	0,1,2,3	0x00	0	na	0	1	0
CHA	0x5A	0x2	0x00	0x00	0x00	UNC_H_WRITE_NO_CREDITS.MC1_SMI1	This event is deprecated. Refer to new event UNC_CHA_WRITE_NO_CREDITS.MC1_SMI1	0,1,2,3	0x00	0	na	0	1	0
CHA	0x5A	0x4	0x00	0x00	0x00	UNC_H_WRITE_NO_CREDITS.EDC0_SMI2	This event is deprecated. Refer to new event UNC_CHA_WRITE_NO_CREDITS.EDC0_SMI2	0,1,2,3	0x00	0	na	0	1	0
CHA	0x5A	0x8	0x00	0x00	0x00	UNC_H_WRITE_NO_CREDITS.EDC1_SMI3	This event is deprecated. Refer to new event UNC_CHA_WRITE_NO_CREDITS.EDC1_SMI3	0,1,2,3	0x00	0	na	0	1	0
CHA	0x5A	0x10	0x00	0x00	0x00	UNC_H_WRITE_NO_CREDITS.EDC2_SMI4	This event is deprecated. Refer to new event UNC_CHA_WRITE_NO_CREDITS.EDC2_SMI4	0,1,2,3	0x00	0	na	0	1	0
CHA	0x5A	0x20	0x00	0x00	0x00	UNC_H_WRITE_NO_CREDITS.EDC3_SMI5	This event is deprecated. Refer to new event UNC_CHA_WRITE_NO_CREDITS.EDC3_SMI5	0,1,2,3	0x00	0	na	0	1	0
CHA	0x35	0x34	0x00	0x00	0x00	UNC_C_TOR_INSERTS.LOC_IO	This event is deprecated. Refer to new event UNC_CHA_TOR_INSERTS.IO	0,1,2,3	0x00	0	CHAFilter1[31:0]	0	1	0
CHA	0x35	0x31	0x00	0x00	0x00	UNC_C_TOR_INSERTS.LOC_IA	This event is deprecated. Refer to new event UNC_CHA_TOR_INSERTS.IA	0,1,2,3	0x00	0	CHAFilter1[31:0]	0	1	0
CHA	0x35	0x37	0x00	0x00	0x00	UNC_C_TOR_INSERTS.LOC_ALL	This event is deprecated. 	0,1,2,3	0x00	0	CHAFilter1[31:0]	0	1	0
CHA	0x36	0x34	0x00	0x00	0x00	UNC_C_TOR_OCCUPANCY.LOC_IO	This event is deprecated. Refer to new event UNC_CHA_TOR_OCCUPANCY.IO	0	0x00	0	CHAFilter1[31:0]	0	1	0
CHA	0x36	0x31	0x00	0x00	0x00	UNC_C_TOR_OCCUPANCY.LOC_IA	This event is deprecated. Refer to new event UNC_CHA_TOR_OCCUPANCY.IA	0	0x00	0	CHAFilter1[31:0]	0	1	0
CHA	0x36	0x37	0x00	0x00	0x00	UNC_C_TOR_OCCUPANCY.LOC_ALL	This event is deprecated. 	0	0x00	0	CHAfilter1	0	1	0
CHA	0x17	0x1	0x00	0x00	0x00	UNC_H_CORE_PMA.C1_STATE	This event is deprecated. Refer to new event UNC_CHA_CORE_PMA.C1_STATE	0,1,2,3	0x00	0	na	0	1	0
CHA	0x17	0x2	0x00	0x00	0x00	UNC_H_CORE_PMA.C1_TRANSITION	This event is deprecated. Refer to new event UNC_CHA_CORE_PMA.C1_TRANSITION	0,1,2,3	0x00	0	na	0	1	0
CHA	0x17	0x4	0x00	0x00	0x00	UNC_H_CORE_PMA.C6_STATE	This event is deprecated. Refer to new event UNC_CHA_CORE_PMA.C6_STATE	0,1,2,3	0x00	0	na	0	1	0
CHA	0x17	0x8	0x00	0x00	0x00	UNC_H_CORE_PMA.C6_TRANSITION	This event is deprecated. Refer to new event UNC_CHA_CORE_PMA.C6_TRANSITION	0,1,2,3	0x00	0	na	0	1	0
CHA	0x17	0x10	0x00	0x00	0x00	UNC_H_CORE_PMA.GV	This event is deprecated. Refer to new event UNC_CHA_CORE_PMA.GV	0,1,2,3	0x00	0	na	0	1	0
CHA	0x3D	0x01	0x00	0x00	0x00	UNC_H_SF_EVICTION.M_STATE	This event is deprecated. Refer to new event UNC_CHA_SF_EVICTION.M_STATE	0,1,2,3	0x00	0	na	0	1	0
CHA	0x3D	0x02	0x00	0x00	0x00	UNC_H_SF_EVICTION.E_STATE	This event is deprecated. Refer to new event UNC_CHA_SF_EVICTION.E_STATE	0,1,2,3	0x00	0	na	0	1	0
CHA	0x3D	0x04	0x00	0x00	0x00	UNC_H_SF_EVICTION.S_STATE	This event is deprecated. Refer to new event UNC_CHA_SF_EVICTION.S_STATE	0,1,2,3	0x00	0	na	0	1	0
CHA	0x80	0x1	0x00	0x00	0x00	UNC_H_AG0_AD_CRD_ACQUIRED.TGR0	This event is deprecated. Refer to new event UNC_CHA_AG0_AD_CRD_ACQUIRED.TGR0	0,1,2,3	0x00	0	na	0	1	0
CHA	0x80	0x2	0x00	0x00	0x00	UNC_H_AG0_AD_CRD_ACQUIRED.TGR1	This event is deprecated. Refer to new event UNC_CHA_AG0_AD_CRD_ACQUIRED.TGR1	0,1,2,3	0x00	0	na	0	1	0
CHA	0x80	0x4	0x00	0x00	0x00	UNC_H_AG0_AD_CRD_ACQUIRED.TGR2	This event is deprecated. Refer to new event UNC_CHA_AG0_AD_CRD_ACQUIRED.TGR2	0,1,2,3	0x00	0	na	0	1	0
CHA	0x80	0x8	0x00	0x00	0x00	UNC_H_AG0_AD_CRD_ACQUIRED.TGR3	This event is deprecated. Refer to new event UNC_CHA_AG0_AD_CRD_ACQUIRED.TGR3	0,1,2,3	0x00	0	na	0	1	0
CHA	0x80	0x10	0x00	0x00	0x00	UNC_H_AG0_AD_CRD_ACQUIRED.TGR4	This event is deprecated. Refer to new event UNC_CHA_AG0_AD_CRD_ACQUIRED.TGR4	0,1,2,3	0x00	0	na	0	1	0
CHA	0x80	0x20	0x00	0x00	0x00	UNC_H_AG0_AD_CRD_ACQUIRED.TGR5	This event is deprecated. Refer to new event UNC_CHA_AG0_AD_CRD_ACQUIRED.TGR5	0,1,2,3	0x00	0	na	0	1	0
CHA	0x82	0x1	0x00	0x00	0x00	UNC_H_AG0_AD_CRD_OCCUPANCY.TGR0	This event is deprecated. Refer to new event UNC_CHA_AG0_AD_CRD_OCCUPANCY.TGR0	0,1,2,3	0x00	0	na	0	1	0
